*******************************************************************************
Revised: April 12, 2021         Earth Barycenter                              3
 
 Dynamical point:
 ---------------
 The common point about which the Earth and Moon revolve (center of mass). This
 is approximately 4671 km from the center of the Earth, or about 3/4 of the way 
 to the surface. See 399 for Earth center, or 301 for Moon center ephemeris.
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Mon Aug 17 14:35:36 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth-Moon Barycenter (3)       {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2025-Nov-29 00:00:00.0000 TDB
Stop  time      : A.D. 2025-Nov-30 00:00:00.0000 TDB
Step-size       : 10 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Keplerian GM    : 2.9591310798525883E-04 au^3/d^2
Output units    : AU-D, deg, Julian Day Number (Tp)
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC osculating elements
Output format   : 10
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
2461008.993055556, A.D. 2025-Nov-29 11:50:00.0000,  1.666464837306621E-02,  9.833283127380069E-01,  3.433297883374026E-03,  1.749608077765132E+02,  2.881087491783891E+02,  2.461044307913403E+06,  9.856197497773456E-01,  3.251929786447893E+02,  3.240840505169975E+02,  9.999928418225631E-01,  1.016657370907119E+00,  3.652524212114511E+02,
2461009.000000000, A.D. 2025-Nov-29 12:00:00.0000,  1.666464971864602E-02,  9.833283136416789E-01,  3.433298438702011E-03,  1.749608366348091E+02,  2.881087133858312E+02,  2.461044307906588E+06,  9.856197463956200E-01,  3.251998300629934E+02,  3.240910909712309E+02,  9.999928441099235E-01,  1.016657374578168E+00,  3.652524224646559E+02,
2461009.006944444, A.D. 2025-Nov-29 12:10:00.0000,  1.666465106414405E-02,  9.833283145453642E-01,  3.433298993730765E-03,  1.749608654897603E+02,  2.881086775960077E+02,  2.461044307899772E+06,  9.856197430139976E-01,  3.252066814817313E+02,  3.240981314427357E+02,  9.999928463972140E-01,  1.016657378249064E+00,  3.652524237178225E+02,
2461009.013888889, A.D. 2025-Nov-29 12:20:00.0000,  1.666465240956142E-02,  9.833283154490615E-01,  3.433299548461004E-03,  1.749608943412876E+02,  2.881086418089985E+02,  2.461044307892956E+06,  9.856197396324786E-01,  3.252135329010024E+02,  3.241051719315081E+02,  9.999928486844347E-01,  1.016657381919808E+00,  3.652524249709508E+02,
2461009.020833333, A.D. 2025-Nov-29 12:30:00.0000,  1.666465375489852E-02,  9.833283163527704E-01,  3.433300102891520E-03,  1.749609231895278E+02,  2.881086060246680E+02,  2.461044307886139E+06,  9.856197362510629E-01,  3.252203843208056E+02,  3.241122124375444E+02,  9.999928509715855E-01,  1.016657385590401E+00,  3.652524262240409E+02,
2461009.027777778, A.D. 2025-Nov-29 12:40:00.0000,  1.666465510015492E-02,  9.833283172564927E-01,  3.433300657026497E-03,  1.749609520342658E+02,  2.881085702432272E+02,  2.461044307879321E+06,  9.856197328697480E-01,  3.252272357411449E+02,  3.241192529608458E+02,  9.999928532586683E-01,  1.016657389260844E+00,  3.652524274770936E+02,
2461009.034722222, A.D. 2025-Nov-29 12:50:00.0000,  1.666465644533143E-02,  9.833283181602259E-01,  3.433301210861449E-03,  1.749609808756261E+02,  2.881085344645556E+02,  2.461044307872503E+06,  9.856197294885369E-01,  3.252340871620164E+02,  3.241262935014057E+02,  9.999928555456808E-01,  1.016657392931136E+00,  3.652524287301079E+02,
2461009.041666667, A.D. 2025-Nov-29 13:00:00.0000,  1.666465779042900E-02,  9.833283190639709E-01,  3.433301764399340E-03,  1.749610097134881E+02,  2.881084986887719E+02,  2.461044307865684E+06,  9.856197261074270E-01,  3.252409385834220E+02,  3.241333340592230E+02,  9.999928578326249E-01,  1.016657396601279E+00,  3.652524299830846E+02,
2461009.048611111, A.D. 2025-Nov-29 13:10:00.0000,  1.666465913544660E-02,  9.833283199677281E-01,  3.433302317636391E-03,  1.749610385478548E+02,  2.881084629158742E+02,  2.461044307858865E+06,  9.856197227264192E-01,  3.252477900053606E+02,  3.241403746342941E+02,  9.999928601194998E-01,  1.016657400271272E+00,  3.652524312360235E+02,
2461009.055555556, A.D. 2025-Nov-29 13:20:00.0000,  1.666466048038449E-02,  9.833283208714969E-01,  3.433302870574858E-03,  1.749610673787272E+02,  2.881084271458611E+02,  2.461044307852045E+06,  9.856197193455138E-01,  3.252546414278324E+02,  3.241474152266162E+02,  9.999928624063056E-01,  1.016657403941114E+00,  3.652524324889245E+02,
2461009.062500000, A.D. 2025-Nov-29 13:30:00.0000,  1.666466182524450E-02,  9.833283217752766E-01,  3.433303423207682E-03,  1.749610962060956E+02,  2.881083913787409E+02,  2.461044307845225E+06,  9.856197159647089E-01,  3.252614928508393E+02,  3.241544558361884E+02,  9.999928646930434E-01,  1.016657407610810E+00,  3.652524337417883E+02,
2461009.069444444, A.D. 2025-Nov-29 13:40:00.0000,  1.666466317002577E-02,  9.833283226790682E-01,  3.433303975543355E-03,  1.749611250298112E+02,  2.881083556146625E+02,  2.461044307838403E+06,  9.856197125840042E-01,  3.252683442743809E+02,  3.241614964630077E+02,  9.999928669797133E-01,  1.016657411280359E+00,  3.652524349946149E+02,
2461009.076388889, A.D. 2025-Nov-29 13:50:00.0000,  1.666466451472819E-02,  9.833283235828706E-01,  3.433304527576365E-03,  1.749611538499445E+02,  2.881083198535572E+02,  2.461044307831582E+06,  9.856197092034016E-01,  3.252751956984553E+02,  3.241685371070693E+02,  9.999928692663144E-01,  1.016657414949758E+00,  3.652524362474037E+02,
2461009.083333333, A.D. 2025-Nov-29 14:00:00.0000,  1.666466585935321E-02,  9.833283244866845E-01,  3.433305079306710E-03,  1.749611826665377E+02,  2.881082840953808E+02,  2.461044307824759E+06,  9.856197058228989E-01,  3.252820471230648E+02,  3.241755777683727E+02,  9.999928715528478E-01,  1.016657418619011E+00,  3.652524375001555E+02,
2461009.090277778, A.D. 2025-Nov-29 14:10:00.0000,  1.666466720390057E-02,  9.833283253905093E-01,  3.433305630733061E-03,  1.749612114794043E+02,  2.881082483403201E+02,  2.461044307817936E+06,  9.856197024424957E-01,  3.252888985482091E+02,  3.241826184469149E+02,  9.999928738393139E-01,  1.016657422288118E+00,  3.652524387528704E+02,
2461009.097222222, A.D. 2025-Nov-29 14:20:00.0000,  1.666466854837059E-02,  9.833283262943445E-01,  3.433306181858702E-03,  1.749612402885988E+02,  2.881082125883214E+02,  2.461044307811113E+06,  9.856196990621937E-01,  3.252957499738873E+02,  3.241896591426920E+02,  9.999928761257115E-01,  1.016657425957078E+00,  3.652524400055478E+02,
2461009.104166667, A.D. 2025-Nov-29 14:30:00.0000,  1.666466989276326E-02,  9.833283271981913E-01,  3.433306732683125E-03,  1.749612690941368E+02,  2.881081768393677E+02,  2.461044307804288E+06,  9.856196956819911E-01,  3.253026014001008E+02,  3.241966998557028E+02,  9.999928784120420E-01,  1.016657429625893E+00,  3.652524412581884E+02,
2461009.111111111, A.D. 2025-Nov-29 14:40:00.0000,  1.666467123707928E-02,  9.833283281020488E-01,  3.433307283203257E-03,  1.749612978958993E+02,  2.881081410935782E+02,  2.461044307797464E+06,  9.856196923018868E-01,  3.253094528268493E+02,  3.242037405859442E+02,  9.999928806983061E-01,  1.016657433294563E+00,  3.652524425107925E+02,
2461009.118055556, A.D. 2025-Nov-29 14:50:00.0000,  1.666467258131867E-02,  9.833283290059164E-01,  3.433307833415831E-03,  1.749613266939161E+02,  2.881081053509236E+02,  2.461044307790638E+06,  9.856196889218829E-01,  3.253163042541328E+02,  3.242107813334134E+02,  9.999928829845023E-01,  1.016657436963088E+00,  3.652524437633596E+02,
2461009.125000000, A.D. 2025-Nov-29 15:00:00.0000,  1.666467392548208E-02,  9.833283299097945E-01,  3.433308383328118E-03,  1.749613554881328E+02,  2.881080696114587E+02,  2.461044307783813E+06,  9.856196855419777E-01,  3.253231556819504E+02,  3.242178220981066E+02,  9.999928852706315E-01,  1.016657440631469E+00,  3.652524450158900E+02,
2461009.131944444, A.D. 2025-Nov-29 15:10:00.0000,  1.666467526956908E-02,  9.833283308136831E-01,  3.433308932935103E-03,  1.749613842786468E+02,  2.881080338750846E+02,  2.461044307776986E+06,  9.856196821621710E-01,  3.253300071103037E+02,  3.242248628800228E+02,  9.999928875566942E-01,  1.016657444299705E+00,  3.652524462683839E+02,
2461009.138888889, A.D. 2025-Nov-29 15:20:00.0000,  1.666467661358063E-02,  9.833283317175818E-01,  3.433309482234947E-03,  1.749614130652448E+02,  2.881079981420153E+02,  2.461044307770160E+06,  9.856196787824631E-01,  3.253368585391923E+02,  3.242319036791588E+02,  9.999928898426902E-01,  1.016657447967799E+00,  3.652524475208413E+02,
2461009.145833333, A.D. 2025-Nov-29 15:30:00.0000,  1.666467795751679E-02,  9.833283326214908E-01,  3.433310031227657E-03,  1.749614418479688E+02,  2.881079624122083E+02,  2.461044307763332E+06,  9.856196754028527E-01,  3.253437099686165E+02,  3.242389444955119E+02,  9.999928921286202E-01,  1.016657451635750E+00,  3.652524487732624E+02,
2461009.152777778, A.D. 2025-Nov-29 15:40:00.0000,  1.666467930137846E-02,  9.833283335254095E-01,  3.433310579915484E-03,  1.749614706268198E+02,  2.881079266856622E+02,  2.461044307756504E+06,  9.856196720233401E-01,  3.253505613985768E+02,  3.242459853290801E+02,  9.999928944144841E-01,  1.016657455303559E+00,  3.652524500256474E+02,
2461009.159722222, A.D. 2025-Nov-29 15:50:00.0000,  1.666468064516479E-02,  9.833283344293389E-01,  3.433311128297920E-03,  1.749614994018132E+02,  2.881078909623617E+02,  2.461044307749674E+06,  9.856196686439246E-01,  3.253574128290730E+02,  3.242530261798602E+02,  9.999928967002822E-01,  1.016657458971226E+00,  3.652524512779964E+02,
2461009.166666667, A.D. 2025-Nov-29 16:00:00.0000,  1.666468198887693E-02,  9.833283353332768E-01,  3.433311676370877E-03,  1.749615281727765E+02,  2.881078552424807E+02,  2.461044307742845E+06,  9.856196652646075E-01,  3.253642642601038E+02,  3.242600670478481E+02,  9.999928989860138E-01,  1.016657462638751E+00,  3.652524525303089E+02,
2461009.173611111, A.D. 2025-Nov-29 16:10:00.0000,  1.666468333251483E-02,  9.833283362372253E-01,  3.433312224136400E-03,  1.749615569398590E+02,  2.881078195258671E+02,  2.461044307736015E+06,  9.856196618853864E-01,  3.253711156916721E+02,  3.242671079330440E+02,  9.999929012716805E-01,  1.016657466306136E+00,  3.652524537825858E+02,
2461009.180555556, A.D. 2025-Nov-29 16:20:00.0000,  1.666468467607876E-02,  9.833283371411835E-01,  3.433312771597465E-03,  1.749615857029404E+02,  2.881077838126417E+02,  2.461044307729184E+06,  9.856196585062619E-01,  3.253779671237771E+02,  3.242741488354444E+02,  9.999929035572820E-01,  1.016657469973381E+00,  3.652524550348271E+02,
2461009.187500000, A.D. 2025-Nov-29 16:30:00.0000,  1.666468601956932E-02,  9.833283380451505E-01,  3.433313318747008E-03,  1.749616144620105E+02,  2.881077481028165E+02,  2.461044307722353E+06,  9.856196551272342E-01,  3.253848185564175E+02,  3.242811897550449E+02,  9.999929058428180E-01,  1.016657473640485E+00,  3.652524562870323E+02,
2461009.194444444, A.D. 2025-Nov-29 16:40:00.0000,  1.666468736298588E-02,  9.833283389491276E-01,  3.433313865588521E-03,  1.749616432169760E+02,  2.881077123964831E+02,  2.461044307715521E+06,  9.856196517483030E-01,  3.253916699895946E+02,  3.242882306918443E+02,  9.999929081282887E-01,  1.016657477307450E+00,  3.652524575392019E+02,
2461009.201388889, A.D. 2025-Nov-29 16:50:00.0000,  1.666468870632977E-02,  9.833283398531136E-01,  3.433314412124037E-03,  1.749616719679860E+02,  2.881076766934930E+02,  2.461044307708689E+06,  9.856196483694676E-01,  3.253985214233080E+02,  3.242952716458394E+02,  9.999929104136945E-01,  1.016657480974275E+00,  3.652524587913359E+02,
2461009.208333333, A.D. 2025-Nov-29 17:00:00.0000,  1.666469004960134E-02,  9.833283407571083E-01,  3.433314958344675E-03,  1.749617007147750E+02,  2.881076409941115E+02,  2.461044307701856E+06,  9.856196449907280E-01,  3.254053728575578E+02,  3.243023126170274E+02,  9.999929126990357E-01,  1.016657484640963E+00,  3.652524600434345E+02,
2461009.215277778, A.D. 2025-Nov-29 17:10:00.0000,  1.666469139280056E-02,  9.833283416611124E-01,  3.433315504259018E-03,  1.749617294575175E+02,  2.881076052981620E+02,  2.461044307695022E+06,  9.856196416120823E-01,  3.254122242923464E+02,  3.243093536054079E+02,  9.999929149843133E-01,  1.016657488307514E+00,  3.652524612954983E+02,
2461009.222222222, A.D. 2025-Nov-29 17:20:00.0000,  1.666469273592703E-02,  9.833283425651259E-01,  3.433316049861749E-03,  1.749617581961358E+02,  2.881075696057244E+02,  2.461044307688188E+06,  9.856196382335330E-01,  3.254190757276713E+02,  3.243163946109757E+02,  9.999929172695258E-01,  1.016657491973926E+00,  3.652524625475264E+02,
2461009.229166667, A.D. 2025-Nov-29 17:30:00.0000,  1.666469407898179E-02,  9.833283434691481E-01,  3.433316595156869E-03,  1.749617869305630E+02,  2.881075339168646E+02,  2.461044307681353E+06,  9.856196348550779E-01,  3.254259271635337E+02,  3.243234356337292E+02,  9.999929195546744E-01,  1.016657495640201E+00,  3.652524637995195E+02,
2461009.236111111, A.D. 2025-Nov-29 17:40:00.0000,  1.666469542196549E-02,  9.833283443731783E-01,  3.433317140134041E-03,  1.749618156607763E+02,  2.881074982316054E+02,  2.461044307674517E+06,  9.856196314767174E-01,  3.254327785999336E+02,  3.243304766736653E+02,  9.999929218397592E-01,  1.016657499306340E+00,  3.652524650514776E+02,
2461009.243055556, A.D. 2025-Nov-29 17:50:00.0000,  1.666469676487756E-02,  9.833283452772181E-01,  3.433317684807595E-03,  1.749618443867739E+02,  2.881074625499478E+02,  2.461044307667681E+06,  9.856196280984501E-01,  3.254396300368716E+02,  3.243375177307824E+02,  9.999929241247810E-01,  1.016657502972344E+00,  3.652524663034012E+02,
2461009.250000000, A.D. 2025-Nov-29 18:00:00.0000,  1.666469810771850E-02,  9.833283461812660E-01,  3.433318229167195E-03,  1.749618731085328E+02,  2.881074268719165E+02,  2.461044307660845E+06,  9.856196247202782E-01,  3.254464814743463E+02,  3.243445588050759E+02,  9.999929264097380E-01,  1.016657506638210E+00,  3.652524675552895E+02,
2461009.256944444, A.D. 2025-Nov-29 18:10:00.0000,  1.666469945048941E-02,  9.833283470853219E-01,  3.433318773209049E-03,  1.749619018260557E+02,  2.881073911975068E+02,  2.461044307654008E+06,  9.856196213421990E-01,  3.254533329123596E+02,  3.243515998965449E+02,  9.999929286946325E-01,  1.016657510303943E+00,  3.652524688071433E+02,
2461009.263888889, A.D. 2025-Nov-29 18:20:00.0000,  1.666470079318920E-02,  9.833283479893868E-01,  3.433319316945965E-03,  1.749619305392601E+02,  2.881073555268010E+02,  2.461044307647170E+06,  9.856196179642133E-01,  3.254601843509117E+02,  3.243586410051870E+02,  9.999929309794640E-01,  1.016657513969541E+00,  3.652524700589626E+02,
2461009.270833333, A.D. 2025-Nov-29 18:30:00.0000,  1.666470213581932E-02,  9.833283488934597E-01,  3.433319860362579E-03,  1.749619592481782E+02,  2.881073198597676E+02,  2.461044307640332E+06,  9.856196145863204E-01,  3.254670357900019E+02,  3.243656821309986E+02,  9.999929332642326E-01,  1.016657517635005E+00,  3.652524713107475E+02,
2461009.277777778, A.D. 2025-Nov-29 18:40:00.0000,  1.666470347837992E-02,  9.833283497975398E-01,  3.433320403473454E-03,  1.749619879526601E+02,  2.881072841965572E+02,  2.461044307633493E+06,  9.856196112085208E-01,  3.254738872296297E+02,  3.243727232739762E+02,  9.999929355489378E-01,  1.016657521300336E+00,  3.652524725624978E+02,
2461009.284722222, A.D. 2025-Nov-29 18:50:00.0000,  1.666470482087089E-02,  9.833283507016289E-01,  3.433320946261976E-03,  1.749620166528322E+02,  2.881072485370409E+02,  2.461044307626653E+06,  9.856196078308129E-01,  3.254807386697973E+02,  3.243797644341197E+02,  9.999929378335812E-01,  1.016657524965533E+00,  3.652524738142141E+02,
2461009.291666667, A.D. 2025-Nov-29 19:00:00.0000,  1.666470616329301E-02,  9.833283516057262E-01,  3.433321488740957E-03,  1.749620453486126E+02,  2.881072128813016E+02,  2.461044307619813E+06,  9.856196044531966E-01,  3.254875901105040E+02,  3.243868056114252E+02,  9.999929401181628E-01,  1.016657528630599E+00,  3.652524750658965E+02,
2461009.298611111, A.D. 2025-Nov-29 19:10:00.0000,  1.666470750564503E-02,  9.833283525098305E-01,  3.433322030905594E-03,  1.749620740399498E+02,  2.881071772293926E+02,  2.461044307612972E+06,  9.856196010756746E-01,  3.254944415517478E+02,  3.243938468058881E+02,  9.999929424026806E-01,  1.016657532295530E+00,  3.652524763175440E+02,
2461009.305555556, A.D. 2025-Nov-29 19:20:00.0000,  1.666470884792986E-02,  9.833283534139425E-01,  3.433322572754856E-03,  1.749621027268323E+02,  2.881071415813210E+02,  2.461044307606131E+06,  9.856195976982419E-01,  3.255012929935334E+02,  3.244008880175102E+02,  9.999929446871377E-01,  1.016657535960333E+00,  3.652524775691583E+02,
2461009.312500000, A.D. 2025-Nov-29 19:30:00.0000,  1.666471019014582E-02,  9.833283543180624E-01,  3.433323114286711E-03,  1.749621314091947E+02,  2.881071059371561E+02,  2.461044307599289E+06,  9.856195943209014E-01,  3.255081444358565E+02,  3.244079292462845E+02,  9.999929469715326E-01,  1.016657539625003E+00,  3.652524788207385E+02,
2461009.319444444, A.D. 2025-Nov-29 19:40:00.0000,  1.666471153229357E-02,  9.833283552221901E-01,  3.433323655502154E-03,  1.749621600871325E+02,  2.881070702967993E+02,  2.461044307592446E+06,  9.856195909436516E-01,  3.255149958787206E+02,  3.244149704922116E+02,  9.999929492558663E-01,  1.016657543289543E+00,  3.652524800722852E+02,
2461009.326388889, A.D. 2025-Nov-29 19:50:00.0000,  1.666471287437407E-02,  9.833283561263245E-01,  3.433324196404686E-03,  1.749621887605522E+02,  2.881070346603459E+02,  2.461044307585603E+06,  9.856195875664926E-01,  3.255218473221236E+02,  3.244220117552867E+02,  9.999929515401387E-01,  1.016657546953953E+00,  3.652524813237982E+02,
2461009.333333333, A.D. 2025-Nov-29 20:00:00.0000,  1.666471421638733E-02,  9.833283570304664E-01,  3.433324736992266E-03,  1.749622174293886E+02,  2.881069990278591E+02,  2.461044307578759E+06,  9.856195841894232E-01,  3.255286987660679E+02,  3.244290530355093E+02,  9.999929538243503E-01,  1.016657550618234E+00,  3.652524825752780E+02,
2461009.340277778, A.D. 2025-Nov-29 20:10:00.0000,  1.666471555833323E-02,  9.833283579346154E-01,  3.433325277258336E-03,  1.749622460936579E+02,  2.881069633993250E+02,  2.461044307571915E+06,  9.856195808124449E-01,  3.255355502105509E+02,  3.244360943328741E+02,  9.999929561085004E-01,  1.016657554282385E+00,  3.652524838267240E+02,
2461009.347222222, A.D. 2025-Nov-29 20:20:00.0000,  1.666471690021263E-02,  9.833283588387715E-01,  3.433325817207909E-03,  1.749622747533472E+02,  2.881069277747548E+02,  2.461044307565070E+06,  9.856195774355561E-01,  3.255424016555743E+02,  3.244431356473801E+02,  9.999929583925898E-01,  1.016657557946408E+00,  3.652524850781368E+02,
2461009.354166667, A.D. 2025-Nov-29 20:30:00.0000,  1.666471824202491E-02,  9.833283597429346E-01,  3.433326356839452E-03,  1.749623034084179E+02,  2.881068921541866E+02,  2.461044307558224E+06,  9.856195740587570E-01,  3.255492531011389E+02,  3.244501769790249E+02,  9.999929606766187E-01,  1.016657561610303E+00,  3.652524863295164E+02,
2461009.361111111, A.D. 2025-Nov-29 20:40:00.0000,  1.666471958377118E-02,  9.833283606471049E-01,  3.433326896159741E-03,  1.749623320587893E+02,  2.881068565377009E+02,  2.461044307551378E+06,  9.856195706820464E-01,  3.255561045472447E+02,  3.244572183278061E+02,  9.999929629605877E-01,  1.016657565274070E+00,  3.652524875808633E+02,
2461009.368055556, A.D. 2025-Nov-29 20:50:00.0000,  1.666472092545243E-02,  9.833283615512817E-01,  3.433327435153907E-03,  1.749623607045197E+02,  2.881068209252397E+02,  2.461044307544531E+06,  9.856195673054247E-01,  3.255629559938914E+02,  3.244642596937205E+02,  9.999929652444967E-01,  1.016657568937712E+00,  3.652524888321772E+02,
2461009.375000000, A.D. 2025-Nov-29 21:00:00.0000,  1.666472226706713E-02,  9.833283624554653E-01,  3.433327973831490E-03,  1.749623893455146E+02,  2.881067853168977E+02,  2.461044307537684E+06,  9.856195639288921E-01,  3.255698074410789E+02,  3.244713010767653E+02,  9.999929675283452E-01,  1.016657572601225E+00,  3.652524900834581E+02,
2461009.381944444, A.D. 2025-Nov-29 21:10:00.0000,  1.666472360861720E-02,  9.833283633596557E-01,  3.433328512186434E-03,  1.749624179818170E+02,  2.881067497126299E+02,  2.461044307530836E+06,  9.856195605524460E-01,  3.255766588888091E+02,  3.244783424769395E+02,  9.999929698121353E-01,  1.016657576264615E+00,  3.652524913347069E+02,
2461009.388888889, A.D. 2025-Nov-29 21:20:00.0000,  1.666472495010186E-02,  9.833283642638517E-01,  3.433329050226015E-03,  1.749624466133730E+02,  2.881067141124937E+02,  2.461044307523987E+06,  9.856195571760903E-01,  3.255835103370787E+02,  3.244853838942369E+02,  9.999929720958644E-01,  1.016657579927877E+00,  3.652524925859224E+02,
2461009.395833333, A.D. 2025-Nov-29 21:30:00.0000,  1.666472629152275E-02,  9.833283651680544E-01,  3.433329587943163E-03,  1.749624752401721E+02,  2.881066785164965E+02,  2.461044307517138E+06,  9.856195537998207E-01,  3.255903617858908E+02,  3.244924253286578E+02,  9.999929743795352E-01,  1.016657583591016E+00,  3.652524938371058E+02,
2461009.402777778, A.D. 2025-Nov-29 21:40:00.0000,  1.666472763287839E-02,  9.833283660722637E-01,  3.433330125341887E-03,  1.749625038621476E+02,  2.881066429247049E+02,  2.461044307510288E+06,  9.856195504236392E-01,  3.255972132352452E+02,  3.244994667801995E+02,  9.999929766631462E-01,  1.016657587254029E+00,  3.652524950882566E+02,
2461009.409722222, A.D. 2025-Nov-29 21:50:00.0000,  1.666472897416994E-02,  9.833283669764794E-01,  3.433330662418891E-03,  1.749625324793286E+02,  2.881066073370893E+02,  2.461044307503438E+06,  9.856195470475446E-01,  3.256040646851429E+02,  3.245065082488599E+02,  9.999929789466988E-01,  1.016657590916918E+00,  3.652524963393752E+02,
2461009.416666667, A.D. 2025-Nov-29 22:00:00.0000,  1.666473031539756E-02,  9.833283678807004E-01,  3.433331199174409E-03,  1.749625610916088E+02,  2.881065717537587E+02,  2.461044307496587E+06,  9.856195436715377E-01,  3.256109161355809E+02,  3.245135497346333E+02,  9.999929812301919E-01,  1.016657594579683E+00,  3.652524975904614E+02,
2461009.423611111, A.D. 2025-Nov-29 22:10:00.0000,  1.666473165656241E-02,  9.833283687849278E-01,  3.433331735611183E-03,  1.749625896990160E+02,  2.881065361746815E+02,  2.461044307489736E+06,  9.856195402956156E-01,  3.256177675865630E+02,  3.245205912375208E+02,  9.999929835136278E-01,  1.016657598242328E+00,  3.652524988415161E+02,
2461009.430555556, A.D. 2025-Nov-29 22:20:00.0000,  1.666473299766381E-02,  9.833283696891610E-01,  3.433332271725422E-03,  1.749626183015524E+02,  2.881065005998572E+02,  2.461044307482883E+06,  9.856195369197800E-01,  3.256246190380876E+02,  3.245276327575178E+02,  9.999929857970050E-01,  1.016657601904849E+00,  3.652525000925388E+02,
2461009.437500000, A.D. 2025-Nov-29 22:30:00.0000,  1.666473433870257E-02,  9.833283705933998E-01,  3.433332807515589E-03,  1.749626468991793E+02,  2.881064650293245E+02,  2.461044307476031E+06,  9.856195335440314E-01,  3.256314704901546E+02,  3.245346742946217E+02,  9.999929880803234E-01,  1.016657605567247E+00,  3.652525013435293E+02,
2461009.444444444, A.D. 2025-Nov-29 22:40:00.0000,  1.666473567967893E-02,  9.833283714976455E-01,  3.433333342982923E-03,  1.749626754918442E+02,  2.881064294631321E+02,  2.461044307469177E+06,  9.856195301683650E-01,  3.256383219427681E+02,  3.245417158488334E+02,  9.999929903635864E-01,  1.016657609229527E+00,  3.652525025944892E+02,
2461009.451388889, A.D. 2025-Nov-29 22:50:00.0000,  1.666473702059256E-02,  9.833283724018953E-01,  3.433333878124128E-03,  1.749627040795759E+02,  2.881063939012579E+02,  2.461044307462323E+06,  9.856195267927874E-01,  3.256451733959213E+02,  3.245487574201436E+02,  9.999929926467892E-01,  1.016657612891683E+00,  3.652525038454163E+02,
2461009.458333333, A.D. 2025-Nov-29 23:00:00.0000,  1.666473836144422E-02,  9.833283733061514E-01,  3.433334412948250E-03,  1.749627326622530E+02,  2.881063583438182E+02,  2.461044307455468E+06,  9.856195234172930E-01,  3.256520248496191E+02,  3.245557990085543E+02,  9.999929949299358E-01,  1.016657616553720E+00,  3.652525050963126E+02,
2461009.465277778, A.D. 2025-Nov-29 23:10:00.0000,  1.666473970223510E-02,  9.833283742104124E-01,  3.433334947446953E-03,  1.749627612399594E+02,  2.881063227907285E+02,  2.461044307448613E+06,  9.856195200418829E-01,  3.256588763038623E+02,  3.245628406140635E+02,  9.999929972130254E-01,  1.016657620215638E+00,  3.652525063471776E+02,
2461009.472222222, A.D. 2025-Nov-29 23:20:00.0000,  1.666474104296380E-02,  9.833283751146791E-01,  3.433335481617702E-03,  1.749627898126025E+02,  2.881062872420829E+02,  2.461044307441758E+06,  9.856195166665572E-01,  3.256657277586494E+02,  3.245698822366670E+02,  9.999929994960578E-01,  1.016657623877437E+00,  3.652525075980113E+02,
2461009.479166667, A.D. 2025-Nov-29 23:30:00.0000,  1.666474238363199E-02,  9.833283760189511E-01,  3.433336015467778E-03,  1.749628183801287E+02,  2.881062516979345E+02,  2.461044307434901E+06,  9.856195132913151E-01,  3.256725792139810E+02,  3.245769238763625E+02,  9.999930017790336E-01,  1.016657627539116E+00,  3.652525088488141E+02,
2461009.486111111, A.D. 2025-Nov-29 23:40:00.0000,  1.666474372423922E-02,  9.833283769232275E-01,  3.433336548992113E-03,  1.749628469426346E+02,  2.881062161581882E+02,  2.461044307428044E+06,  9.856195099161581E-01,  3.256794306698553E+02,  3.245839655331454E+02,  9.999930040619521E-01,  1.016657631200677E+00,  3.652525100995854E+02,
2461009.493055556, A.D. 2025-Nov-29 23:50:00.0000,  1.666474506478638E-02,  9.833283778275098E-01,  3.433337082193715E-03,  1.749628754999998E+02,  2.881061806229603E+02,  2.461044307421186E+06,  9.856195065410829E-01,  3.256862821262768E+02,  3.245910072070174E+02,  9.999930063448152E-01,  1.016657634862121E+00,  3.652525113503264E+02,
2461009.500000000, A.D. 2025-Nov-30 00:00:00.0000,  1.666474640527329E-02,  9.833283787317957E-01,  3.433337615071053E-03,  1.749629040521856E+02,  2.881061450922931E+02,  2.461044307414328E+06,  9.856195031660923E-01,  3.256931335832416E+02,  3.245980488979719E+02,  9.999930086276211E-01,  1.016657638523446E+00,  3.652525126010360E+02,
$$EOE
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
 
TIME

  Barycentric Dynamical Time ("TDB" or T_eph) output was requested. This
continuous coordinate time is equivalent to the relativistic proper time
of a clock at rest in a reference frame co-moving with the solar system
barycenter but outside the system's gravity well. It is the independent
variable in the solar system relativistic equations of motion.

  TDB runs at a uniform rate of one SI second per second and is independent
of irregularities in Earth's rotation.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
